dog_guid,MIN(c.created_at),hour,day,month,gender,neutered,personality,age,weight,breed,btype,bgroup,ntests,mid
fd52c8cc-7144-11e5-ba71-058fbc01cf0b,2013-09-24 00:04:02,0,3,9,male,1,ace,3.0,130,Black Russian Terrier,Pure Breed,Working,20,1.1923099415
fd538fa0-7144-11e5-ba71-058fbc01cf0b,2013-09-20 16:34:56,16,6,9,female,1,maverick,8.0,60,German Shepherd Dog-Rottweiler Mix,Cross Breed,,20,0.0015405701705
fd539b8a-7144-11e5-ba71-058fbc01cf0b,2013-10-12 20:11:35,20,7,10,female,1,expert,7.0,70,Greyhound,Pure Breed,Hound,20,0.057015107216
fd539c5c-7144-11e5-ba71-058fbc01cf0b,2013-10-21 12:36:39,12,2,10,male,1,charmer,5.0,30,Mixed,Mixed Breed/ Other/ I Don't Know,,20,2.190082846
fd53cf92-7144-11e5-ba71-058fbc01cf0b,2013-09-20 20:13:44,20,6,9,female,1,protodog,5.0,60,Golden Retriever-Chow Chow Mix,Cross Breed,,20,0.32024488304
fd53f044-7144-11e5-ba71-058fbc01cf0b,2013-09-18 01:25:17,1,4,9,female,1,protodog,3.0,30,Mixed,Mixed Breed/ Other/ I Don't Know,,20,0.019989035092
fd58eb76-7144-11e5-ba71-058fbc01cf0b,2013-10-05 20:46:33,20,7,10,male,1,ace,3.0,90,German Shepherd Dog,Pure Breed,Herding,25,13.989423708
fd591768-7144-11e5-ba71-058fbc01cf0b,2013-10-14 16:27:24,16,2,10,male,1,einstein,7.0,30,I Don't Know,Mixed Breed/ Other/ I Don't Know,,20,0.058450292398
fd59188a-7144-11e5-ba71-058fbc01cf0b,2013-10-18 19:45:54,19,6,10,female,1,ace,9.0,40,Border Collie,Pure Breed,Herding,20,0.10655397174
fd596966-7144-11e5-ba71-058fbc01cf0b,2013-10-10 17:30:35,17,5,10,male,1,einstein,8.0,70,Labrador Retriever,Pure Breed,Sporting,20,0.067424463942
fd5b15cc-7144-11e5-ba71-058fbc01cf0b,2013-11-03 16:07:52,16,1,11,male,1,socialite,2.0,60,Labrador Retriever-Golden Retriever Mix,Cross Breed,,20,5.3881572856
fd5b36b0-7144-11e5-ba71-058fbc01cf0b,2013-10-13 16:29:31,16,1,10,male,1,einstein,4.0,60,German Shepherd Dog,Pure Breed,Herding,20,0.056588084798
fd5b4092-7144-11e5-ba71-058fbc01cf0b,2013-10-14 20:25:31,20,2,10,male,1,renaissance-dog,7.0,10,Havanese,Pure Breed,Toy,20,0.096899975637
fd5b56d6-7144-11e5-ba71-058fbc01cf0b,2013-10-21 15:14:25,15,2,10,female,1,stargazer,2.0,40,Mixed,Mixed Breed/ Other/ I Don't Know,,20,3.8999829435
fd5c0e8c-7144-11e5-ba71-058fbc01cf0b,2013-10-22 13:50:31,13,3,10,male,1,stargazer,2.0,50,Golden Doodle,Popular Hybrid,,20,2.6932535331
fd5c2f66-7144-11e5-ba71-058fbc01cf0b,2013-10-30 21:13:14,21,4,10,male,1,ace,10.0,80,Labrador Retriever,Pure Breed,Sporting,20,1.5805921053
fd5c77d2-7144-11e5-ba71-058fbc01cf0b,2013-10-30 23:52:59,23,4,10,male,1,socialite,2.0,50,Labrador Retriever-Golden Retriever Mix,Cross Breed,,20,0.2128076267
fd5c7e62-7144-11e5-ba71-058fbc01cf0b,2013-11-01 20:12:33,20,6,11,female,0,socialite,1.0,50,Labrador Retriever-Golden Retriever Mix,Cross Breed,,20,0.5272417154
fd5d21a0-7144-11e5-ba71-058fbc01cf0b,2013-11-09 11:56:14,11,7,11,female,1,renaissance-dog,4.0,60,Beauceron,Pure Breed,Herding,20,0.01729836745
fd5d27fe-7144-11e5-ba71-058fbc01cf0b,2013-11-10 11:46:23,11,1,11,male,1,stargazer,2.0,70,Other,Mixed Breed/ Other/ I Don't Know,,20,0.053545930803
fd5d4d24-7144-11e5-ba71-058fbc01cf0b,2013-12-25 03:53:46,3,4,12,female,1,socialite,14.0,50,Pointer,Pure Breed,Sporting,20,4.2682395224
fd5e0a2a-7144-11e5-ba71-058fbc01cf0b,2013-11-19 21:59:37,21,3,11,female,1,ace,1.0,20,Cockapoo,Popular Hybrid,,23,14.773922559
fd5e203c-7144-11e5-ba71-058fbc01cf0b,2013-11-22 17:27:59,17,6,11,female,1,charmer,2.0,0,Chihuahua,Pure Breed,Toy,25,2.9277464313
fd646406-7144-11e5-ba71-058fbc01cf0b,2013-11-27 17:11:21,17,4,11,male,1,protodog,11.0,10,Bichon Frise,Pure Breed,Non-Sporting,20,0.0031499756304
fd646820-7144-11e5-ba71-058fbc01cf0b,2013-11-28 11:52:13,11,5,11,male,1,renaissance-dog,6.0,30,German Shepherd Dog,Pure Breed,Herding,20,0.002237451269
fd64757c-7144-11e5-ba71-058fbc01cf0b,2013-11-29 20:29:48,20,6,11,female,1,socialite,3.0,10,Poodle,Pure Breed,Non-Sporting,20,7.0067050439
fd64ae20-7144-11e5-ba71-058fbc01cf0b,2013-12-06 18:47:59,18,6,12,male,1,socialite,4.0,50,Australian Shepherd,Pure Breed,Herding,20,0.10264498051
fd6512b6-7144-11e5-ba71-058fbc01cf0b,2013-12-10 00:00:34,0,3,12,female,1,protodog,10.0,10,Shih Tzu,Pure Breed,Toy,20,0.0021156189093
fd652116-7144-11e5-ba71-058fbc01cf0b,2013-12-25 01:43:52,1,4,12,male,1,ace,2.0,60,Mixed,Mixed Breed/ Other/ I Don't Know,,20,0.0027284356704
fd65343a-7144-11e5-ba71-058fbc01cf0b,2013-12-17 21:09:57,21,3,12,male,1,stargazer,11.0,60,I Don't Know,Mixed Breed/ Other/ I Don't Know,,20,4.4883741472
fd659b82-7144-11e5-ba71-058fbc01cf0b,2013-12-24 16:28:43,16,3,12,male,1,expert,4.0,140,Great Dane,Pure Breed,Working,20,0.31831079435
fd65b20c-7144-11e5-ba71-058fbc01cf0b,2014-01-17 04:47:23,4,6,1,male,1,renaissance-dog,2.0,70,German Shepherd Dog,Pure Breed,Herding,38,13.512659222
fd65d71e-7144-11e5-ba71-058fbc01cf0b,2013-12-28 18:33:38,18,7,12,male,1,socialite,5.0,70,I Don't Know,Mixed Breed/ Other/ I Don't Know,,20,0.052149122808
fd65fcd0-7144-11e5-ba71-058fbc01cf0b,2013-12-31 04:56:32,4,3,12,male,1,ace,8.0,70,Rottweiler-Border Collie Mix,Cross Breed,,20,3.843079922
fd660072-7144-11e5-ba71-058fbc01cf0b,2014-01-04 15:01:56,15,7,1,female,1,renaissance-dog,3.0,60,German Shepherd Dog,Pure Breed,Herding,20,0.59364522417
fd662bb0-7144-11e5-ba71-058fbc01cf0b,2014-01-06 21:44:23,21,2,1,male,0,einstein,9.0,50,I Don't Know,Mixed Breed/ Other/ I Don't Know,,20,0.091839059452
fd662e76-7144-11e5-ba71-058fbc01cf0b,2014-01-07 18:31:39,18,3,1,female,0,protodog,2.0,10,Mixed,Mixed Breed/ Other/ I Don't Know,,20,0.0042013888871
fd666670-7144-11e5-ba71-058fbc01cf0b,2014-01-12 17:58:21,17,1,1,male,1,charmer,5.0,60,Golden Retriever,Pure Breed,Sporting,20,0.0081432748487
fd6673d6-7144-11e5-ba71-058fbc01cf0b,2014-01-17 19:11:30,19,6,1,male,1,protodog,10.0,70,Labrador Retriever,Pure Breed,Sporting,20,1.2083601365
fd667476-7144-11e5-ba71-058fbc01cf0b,2014-02-22 21:08:35,21,7,2,male,1,stargazer,13.0,10,I Don't Know,Mixed Breed/ Other/ I Don't Know,,20,0.62588754873
fd667fde-7144-11e5-ba71-058fbc01cf0b,2014-01-30 20:59:57,20,5,1,female,1,charmer,3.0,60,Labrador Retriever,Pure Breed,Sporting,23,16.596052189
fd669d52-7144-11e5-ba71-058fbc01cf0b,2014-01-25 00:13:18,0,7,1,male,1,protodog,5.0,70,Mixed,Mixed Breed/ Other/ I Don't Know,,20,1.3279507797
fd66c692-7144-11e5-ba71-058fbc01cf0b,2014-01-30 20:47:22,20,5,1,female,1,renaissance-dog,0.0,40,Mixed,Mixed Breed/ Other/ I Don't Know,,28,2.0641435185
fd66c98a-7144-11e5-ba71-058fbc01cf0b,2014-01-31 20:55:00,20,6,1,female,1,socialite,2.0,20,Mixed,Mixed Breed/ Other/ I Don't Know,,20,4.4709052144
fd66d664-7144-11e5-ba71-058fbc01cf0b,2014-02-02 18:51:50,18,1,2,male,1,renaissance-dog,6.0,120,Mixed,Mixed Breed/ Other/ I Don't Know,,20,0.0029148391791
fd66dad8-7144-11e5-ba71-058fbc01cf0b,2014-03-14 17:03:11,17,6,3,male,1,socialite,7.0,50,Golden Retriever,Pure Breed,Sporting,20,0.0095547027273
fd66dd62-7144-11e5-ba71-058fbc01cf0b,2014-03-06 02:03:55,2,5,3,male,0,stargazer,0.0,70,Labrador Retriever,Pure Breed,Sporting,20,0.82046905458
fd66e370-7144-11e5-ba71-058fbc01cf0b,2014-02-04 01:51:53,1,3,2,male,1,maverick,0.0,10,Miniature Schnauzer,Pure Breed,Terrier,20,0.012176535086
fd66e654-7144-11e5-ba71-058fbc01cf0b,2014-02-23 10:16:21,10,1,2,male,0,socialite,1.0,80,German Shepherd Dog,Pure Breed,Herding,20,0.17670199805
fd66e794-7144-11e5-ba71-058fbc01cf0b,2014-03-14 17:43:34,17,6,3,male,0,protodog,7.0,60,Bearded Collie,Pure Breed,Herding,20,0.11147660819
fd66ea0a-7144-11e5-ba71-058fbc01cf0b,2014-02-05 06:36:37,6,4,2,male,0,protodog,3.0,20,I Don't Know,Mixed Breed/ Other/ I Don't Know,,20,3.4530677388
fd66ec8a-7144-11e5-ba71-058fbc01cf0b,2014-02-05 20:40:49,20,4,2,female,1,charmer,5.0,70,Doberman Pinscher,Pure Breed,Working,20,0.27388036062
fd66edc0-7144-11e5-ba71-058fbc01cf0b,2014-02-16 21:45:09,21,1,2,male,1,protodog,4.0,80,Greyhound,Pure Breed,Hound,20,1.4138791423
fd6708fa-7144-11e5-ba71-058fbc01cf0b,2014-02-14 02:12:42,2,6,2,female,1,protodog,13.0,70,German Shepherd Dog,Pure Breed,Herding,20,0.15105019493
fd6718a4-7144-11e5-ba71-058fbc01cf0b,2014-02-14 18:11:35,18,6,2,male,0,einstein,1.0,190,Shih Tzu,Pure Breed,Toy,20,0.00067982456259
fd672db2-7144-11e5-ba71-058fbc01cf0b,2014-02-18 14:07:19,14,3,2,male,1,stargazer,0.0,40,I Don't Know,Mixed Breed/ Other/ I Don't Know,,20,0.01157772905
fd672ee8-7144-11e5-ba71-058fbc01cf0b,2014-02-19 23:44:59,23,4,2,female,1,stargazer,1.0,90,Great Dane,Pure Breed,Working,20,0.0588170078
fd672f4c-7144-11e5-ba71-058fbc01cf0b,2014-03-10 19:22:33,19,2,3,male,1,socialite,8.0,40,Labrador Retriever-Poodle Mix,Cross Breed,,20,0.15710648148
fd674b94-7144-11e5-ba71-058fbc01cf0b,2014-03-13 18:38:38,18,5,3,male,1,stargazer,6.0,10,West Highland White Terrier,Pure Breed,Terrier,20,0.0031980994145
fd674cca-7144-11e5-ba71-058fbc01cf0b,2014-03-13 17:28:09,17,5,3,male,1,socialite,5.0,50,German Shepherd Dog,Pure Breed,Herding,20,0.16988974171
fd674e5a-7144-11e5-ba71-058fbc01cf0b,2014-03-11 23:34:15,23,3,3,male,1,einstein,2.0,40,Golden Retriever-Poodle Mix,Cross Breed,,20,0.0023732943471
fd674ebe-7144-11e5-ba71-058fbc01cf0b,2014-03-05 22:54:47,22,4,3,male,1,renaissance-dog,2.0,60,Mixed,Mixed Breed/ Other/ I Don't Know,,20,0.77016386452
fd674f90-7144-11e5-ba71-058fbc01cf0b,2014-03-14 11:21:02,11,6,3,male,1,ace,5.0,40,Border Collie,Pure Breed,Herding,23,0.27329650674
fd675544-7144-11e5-ba71-058fbc01cf0b,2014-03-09 15:56:41,15,1,3,female,0,stargazer,7.0,10,Shiba Inu,Pure Breed,Non-Sporting,20,0.0038827972695
fd675616-7144-11e5-ba71-058fbc01cf0b,2014-03-08 18:52:35,18,7,3,male,1,renaissance-dog,5.0,80,Giant Schnauzer,Pure Breed,Working,20,0.27599780702
fd675db4-7144-11e5-ba71-058fbc01cf0b,2014-03-19 16:43:57,16,4,3,male,1,charmer,4.0,90,Beauceron,Pure Breed,Herding,20,0.53347770468
fd676674-7144-11e5-ba71-058fbc01cf0b,2014-03-12 20:16:53,20,4,3,female,1,protodog,1.0,30,Boxer,Pure Breed,Working,20,0.107270346
fd6778d0-7144-11e5-ba71-058fbc01cf0b,2014-03-16 02:58:22,2,1,3,male,1,stargazer,4.0,20,Maltese-Poodle Mix,Cross Breed,Toy,20,0.0021089181291
fd67883e-7144-11e5-ba71-058fbc01cf0b,2014-03-15 22:45:36,22,7,3,male,1,ace,10.0,20,Wire Fox Terrier,Pure Breed,Terrier,20,0.0059594298208
fd6797d4-7144-11e5-ba71-058fbc01cf0b,2014-03-20 20:52:02,20,5,3,male,1,stargazer,6.0,20,Russell Terrier,Pure Breed,Terrier,20,1.7473135965
fd67a472-7144-11e5-ba71-058fbc01cf0b,2014-03-24 11:54:54,11,2,3,female,1,charmer,6.0,30,Border Collie,Pure Breed,Herding,27,13.558428152
fd67ae40-7144-11e5-ba71-058fbc01cf0b,2014-03-29 22:33:21,22,7,3,female,1,charmer,7.0,10,Mixed,Mixed Breed/ Other/ I Don't Know,,31,7.2100752315
fd67b098-7144-11e5-ba71-058fbc01cf0b,2014-03-30 17:31:17,17,1,3,male,0,charmer,0.0,50,Australian Shepherd,Pure Breed,Herding,20,0.49155519006
fd67f738-7144-11e5-ba71-058fbc01cf0b,2014-04-18 19:17:05,19,6,4,female,1,expert,5.0,30,Mixed,Mixed Breed/ Other/ I Don't Know,,20,0.48019980507
fd67fc24-7144-11e5-ba71-058fbc01cf0b,2014-04-19 17:59:06,17,7,4,male,1,charmer,10.0,40,Mixed,Mixed Breed/ Other/ I Don't Know,,20,0.19578642787
fd680124-7144-11e5-ba71-058fbc01cf0b,2014-11-10 21:21:06,21,2,11,female,1,,8.0,70,Belgian Tervuren,Pure Breed,Herding,13,2.9301138117
fd681344-7144-11e5-ba71-058fbc01cf0b,2014-04-28 05:43:40,5,2,4,male,1,protodog,8.0,50,Mixed,Mixed Breed/ Other/ I Don't Know,,20,0.0016873781629
fd6816be-7144-11e5-ba71-058fbc01cf0b,2014-04-29 21:33:31,21,3,4,female,1,maverick,2.0,80,German Shepherd Dog,Pure Breed,Herding,28,1.9169491598
fd684d5a-7144-11e5-ba71-058fbc01cf0b,2014-05-09 23:10:38,23,6,5,male,0,socialite,6.0,50,Belgian Tervuren,Pure Breed,Herding,20,24.317203338
fd685084-7144-11e5-ba71-058fbc01cf0b,2014-06-13 21:51:56,21,6,6,female,1,charmer,1.0,60,Golden Retriever-Labrador Retriever Mix,Cross Breed,,20,0.40864217836
fd6852dc-7144-11e5-ba71-058fbc01cf0b,2014-05-09 18:59:40,18,6,5,male,1,socialite,1.0,60,Labrador Retriever-Golden Retriever Mix,Cross Breed,,20,0.58859344542
fd6858c2-7144-11e5-ba71-058fbc01cf0b,2014-05-13 23:30:47,23,3,5,female,0,socialite,6.0,20,English Cocker Spaniel,Pure Breed,Sporting,20,1.0051449805
fd68598a-7144-11e5-ba71-058fbc01cf0b,2014-05-17 15:51:57,15,7,5,female,0,socialite,0.0,40,Golden Retriever-Labrador Retriever Mix,Cross Breed,,20,2.6319937865
fd686f9c-7144-11e5-ba71-058fbc01cf0b,2014-06-01 22:55:01,22,1,6,male,1,renaissance-dog,5.0,40,Soft Coated Wheaten Terrier,Pure Breed,Terrier,20,0.6445711501
fd6872c6-7144-11e5-ba71-058fbc01cf0b,2014-05-18 19:59:11,19,1,5,male,0,socialite,1.0,90,Labrador Retriever,Pure Breed,Sporting,20,1.1153782895
fd68732a-7144-11e5-ba71-058fbc01cf0b,2014-05-19 08:49:02,8,2,5,male,1,renaissance-dog,1.0,20,Labradoodle,Popular Hybrid,,20,0.14707236842
fd6875e6-7144-11e5-ba71-058fbc01cf0b,2014-05-29 12:00:50,12,5,5,male,0,renaissance-dog,7.0,0,Chihuahua-Yorkshire Terrier Mix,Cross Breed,,20,0.22000913743
fd688478-7144-11e5-ba71-058fbc01cf0b,2014-05-25 11:52:28,11,1,5,female,0,renaissance-dog,0.0,50,Labrador Retriever-Golden Retriever Mix,Cross Breed,,20,0.74931225633
fd689710-7144-11e5-ba71-058fbc01cf0b,2014-05-28 02:03:54,2,4,5,male,0,renaissance-dog,6.0,150,Irish Wolfhound,Pure Breed,Hound,20,0.21283199318
fd68bca4-7144-11e5-ba71-058fbc01cf0b,2014-06-07 10:28:48,10,7,6,male,1,einstein,5.0,20,Mixed,Mixed Breed/ Other/ I Don't Know,,42,0.10873419151
fd68cd48-7144-11e5-ba71-058fbc01cf0b,2014-06-13 21:36:49,21,6,6,female,1,renaissance-dog,0.0,0,Maltese-Poodle Mix,Cross Breed,,20,0.091566154972
fd68d2ac-7144-11e5-ba71-058fbc01cf0b,2014-06-16 21:54:02,21,2,6,male,1,ace,6.0,70,Other,Mixed Breed/ Other/ I Don't Know,,22,1.8152441578
fd68d4a0-7144-11e5-ba71-058fbc01cf0b,2014-06-17 17:58:54,17,3,6,female,1,maverick,2.0,190,Shih Tzu,Pure Breed,Toy,20,0.0011744639396
fd68d55e-7144-11e5-ba71-058fbc01cf0b,2014-06-17 20:19:29,20,3,6,male,0,stargazer,1.0,190,Shih Tzu,Pure Breed,Toy,20,0.0022283138427
fd68e80a-7144-11e5-ba71-058fbc01cf0b,2014-06-27 17:25:33,17,6,6,male,,renaissance-dog,6.0,30,Puggle,Popular Hybrid,,20,0.0064662524414
fd68f6ce-7144-11e5-ba71-058fbc01cf0b,2014-06-30 23:06:49,23,2,6,female,1,ace,8.0,50,Siberian Husky,Pure Breed,Working,28,13.260423954
fd68fa20-7144-11e5-ba71-058fbc01cf0b,2014-06-29 16:15:21,16,1,6,female,1,socialite,7.0,10,Shetland Sheepdog,Pure Breed,Herding,20,3.0178782895
fd68fe62-7144-11e5-ba71-058fbc01cf0b,2014-06-29 16:45:32,16,1,6,female,1,renaissance-dog,7.0,10,Shetland Sheepdog,Pure Breed,Herding,19,0.0091782407382
fd690ef2-7144-11e5-ba71-058fbc01cf0b,2014-06-30 22:29:10,22,2,6,male,1,maverick,10.0,50,Border Collie-Belgian Sheepdog Mix,Cross Breed,,20,0.0065777290454
fd691a3c-7144-11e5-ba71-058fbc01cf0b,2014-07-10 10:10:28,10,5,7,male,1,ace,5.0,10,Parson Russell Terrier,Pure Breed,Terrier,20,0.2062627924
fd692ee6-7144-11e5-ba71-058fbc01cf0b,2014-07-17 20:45:19,20,5,7,male,,socialite,5.0,70,Labrador Retriever,Pure Breed,Sporting,20,0.0031390107224
fd692f4a-7144-11e5-ba71-058fbc01cf0b,2014-07-17 22:18:07,22,5,7,male,,renaissance-dog,2.0,70,Labrador Retriever,Pure Breed,Sporting,20,0.0029544346953
fd693dbe-7144-11e5-ba71-058fbc01cf0b,2014-08-05 15:33:02,15,3,8,male,1,charmer,2.0,0,Shorkie,Popular Hybrid,,20,0.33179215399
fd696dd4-7144-11e5-ba71-058fbc01cf0b,2014-08-15 22:13:05,22,6,8,male,1,protodog,6.0,10,Other,Mixed Breed/ Other/ I Don't Know,,23,0.9076288931
fd696e38-7144-11e5-ba71-058fbc01cf0b,2014-08-15 21:43:51,21,6,8,male,1,socialite,7.0,10,Other,Mixed Breed/ Other/ I Don't Know,,23,0.91009364478
fd6986ca-7144-11e5-ba71-058fbc01cf0b,2014-09-01 01:46:19,1,2,9,female,0,socialite,0.0,40,Belgian Malinois,Pure Breed,Herding,20,2.4669657651
fd699516-7144-11e5-ba71-058fbc01cf0b,2014-09-05 08:02:19,8,6,9,male,0,protodog,5.0,10,Poodle,Pure Breed,Non-Sporting,20,1.5687426901
fd6998a4-7144-11e5-ba71-058fbc01cf0b,2014-09-05 07:53:49,7,6,9,male,0,protodog,2.0,0,Poodle,Pure Breed,Non-Sporting,20,1.5142336745
fd699908-7144-11e5-ba71-058fbc01cf0b,2014-09-12 13:16:13,13,6,9,male,0,protodog,2.0,50,Mixed,Mixed Breed/ Other/ I Don't Know,,20,1.1973148148
fd699c28-7144-11e5-ba71-058fbc01cf0b,2014-09-19 17:42:37,17,6,9,male,0,,0.0,20,Pembroke Welsh Corgi,Pure Breed,Herding,4,1.0036574074
fd699c8c-7144-11e5-ba71-058fbc01cf0b,2014-10-08 08:54:34,8,4,10,male,1,protodog,4.0,0,Pomeranian,Pure Breed,Toy,20,0.0085916179355
fd69a682-7144-11e5-ba71-058fbc01cf0b,2014-09-08 18:25:59,18,2,9,male,1,stargazer,2.0,10,Mixed,Mixed Breed/ Other/ I Don't Know,,20,5.9459265351
fd69b186-7144-11e5-ba71-058fbc01cf0b,2014-09-10 11:53:47,11,4,9,male,0,protodog,8.0,10,Bichon Frise-Poodle Mix,Cross Breed,,20,1.0415612817
fd69d634-7144-11e5-ba71-058fbc01cf0b,2014-09-12 03:18:36,3,6,9,female,1,socialite,2.0,60,I Don't Know,Mixed Breed/ Other/ I Don't Know,,20,4.8418019006
fd69dba2-7144-11e5-ba71-058fbc01cf0b,2014-09-13 16:51:44,16,7,9,female,1,protodog,4.0,40,American Staffordshire Terrier-Labrador Retriever Mix,Cross Breed,,20,7.0552570663
fd69f68c-7144-11e5-ba71-058fbc01cf0b,2014-09-13 15:51:25,15,7,9,female,1,ace,9.0,10,Poodle,Pure Breed,Non-Sporting,20,0.52782955653
fd69f862-7144-11e5-ba71-058fbc01cf0b,2014-09-13 18:22:24,18,7,9,male,1,ace,4.0,30,Pembroke Welsh Corgi,Pure Breed,Herding,20,5.8524567495
fd6a1270-7144-11e5-ba71-058fbc01cf0b,2014-09-19 23:10:40,23,6,9,male,,protodog,3.0,30,Australian Shepherd,Pure Breed,Herding,36,4.6573468915
fd6a1644-7144-11e5-ba71-058fbc01cf0b,2014-09-24 20:27:37,20,4,9,female,1,renaissance-dog,1.0,30,Mixed,Mixed Breed/ Other/ I Don't Know,,20,5.0488675682
fd6a181a-7144-11e5-ba71-058fbc01cf0b,2014-10-06 04:40:15,4,2,10,male,0,stargazer,4.0,20,I Don't Know,Mixed Breed/ Other/ I Don't Know,,20,0.071302387912
fd6a3b2e-7144-11e5-ba71-058fbc01cf0b,2014-09-23 13:15:47,13,3,9,female,0,maverick,1.0,40,Australian Shepherd,Pure Breed,Herding,20,0.10395163255
fd6a3ef8-7144-11e5-ba71-058fbc01cf0b,2014-09-25 10:49:33,10,5,9,female,1,stargazer,7.0,0,Poodle,Pure Breed,Non-Sporting,20,0.94923976608
fd6a41d2-7144-11e5-ba71-058fbc01cf0b,2014-09-25 18:06:06,18,5,9,female,0,ace,3.0,0,Mixed,Mixed Breed/ Other/ I Don't Know,,20,2.5342750975
fd6a4c18-7144-11e5-ba71-058fbc01cf0b,2014-10-04 00:50:19,0,7,10,female,1,socialite,2.0,70,Labrador Retriever-Weimaraner Mix,Cross Breed,,31,11.298986883
fd6a4c86-7144-11e5-ba71-058fbc01cf0b,2014-10-04 01:59:36,1,7,10,male,1,charmer,4.0,70,Labrador Retriever-Weimaraner Mix,Cross Breed,,30,4.7936717752
fd6a51ea-7144-11e5-ba71-058fbc01cf0b,2014-10-04 01:43:43,1,7,10,male,1,protodog,2.0,20,Samoyed,Pure Breed,Working,20,0.012956871345
fd6a5dc0-7144-11e5-ba71-058fbc01cf0b,2014-10-06 01:02:34,1,2,10,female,1,expert,5.0,70,German Shepherd Dog,Pure Breed,Herding,20,0.37454861111
